track,sut,condition,policy,ability,n,pass_rate,avg_latency_s
ko_translated,hclova_seed_15b,retrieval,advisory,MR,20,0.0,2.266
ko_translated,hclova_seed_15b,retrieval,advisory,TR,20,0.0,2.034
ko_translated,hclova_seed_15b,retrieval,reflective,ABS,20,0.15,2.043
ko_translated,hclova_seed_15b,retrieval,reflective,ALL,100,0.03,2.116
ko_translated,hclova_seed_15b,retrieval,reflective,IE,20,0.0,2.056
ko_translated,hclova_seed_15b,retrieval,reflective,KU,20,0.0,2.171
ko_translated,hclova_seed_15b,retrieval,reflective,MR,20,0.0,2.272
ko_translated,hclova_seed_15b,retrieval,reflective,TR,20,0.0,2.038
ko_translated,hclova_seed_15b_int4,no_node,advisory,ABS,20,0.0,3.328
ko_translated,hclova_seed_15b_int4,no_node,advisory,ALL,100,0.0,3.327
ko_translated,hclova_seed_15b_int4,no_node,advisory,IE,20,0.0,3.322
ko_translated,hclova_seed_15b_int4,no_node,advisory,KU,20,0.0,3.332
ko_translated,hclova_seed_15b_int4,no_node,advisory,MR,20,0.0,3.328
ko_translated,hclova_seed_15b_int4,no_node,advisory,TR,20,0.0,3.323
ko_translated,hclova_seed_15b_int4,oracle,advisory,ABS,20,0.05,3.464
ko_translated,hclova_seed_15b_int4,oracle,advisory,ALL,100,0.01,3.448
ko_translated,hclova_seed_15b_int4,oracle,advisory,IE,20,0.0,3.346
ko_translated,hclova_seed_15b_int4,oracle,advisory,KU,20,0.0,3.43
ko_translated,hclova_seed_15b_int4,oracle,advisory,MR,20,0.0,3.548
ko_translated,hclova_seed_15b_int4,oracle,advisory,TR,20,0.0,3.449
ko_translated,hclova_seed_15b_int4,oracle,reflective,ABS,20,0.05,3.465
ko_translated,hclova_seed_15b_int4,oracle,reflective,ALL,100,0.01,3.451
ko_translated,hclova_seed_15b_int4,oracle,reflective,IE,20,0.0,3.348
ko_translated,hclova_seed_15b_int4,oracle,reflective,KU,20,0.0,3.439
ko_translated,hclova_seed_15b_int4,oracle,reflective,MR,20,0.0,3.553
ko_translated,hclova_seed_15b_int4,oracle,reflective,TR,20,0.0,3.453
ko_translated,hclova_seed_15b_int4,retrieval,advisory,ABS,20,0.1,3.474
ko_translated,hclova_seed_15b_int4,retrieval,advisory,ALL,100,0.02,3.497
ko_translated,hclova_seed_15b_int4,retrieval,advisory,IE,20,0.0,3.468
ko_translated,hclova_seed_15b_int4,retrieval,advisory,KU,20,0.0,3.52
ko_translated,hclova_seed_15b_int4,retrieval,advisory,MR,20,0.0,3.563
ko_translated,hclova_seed_15b_int4,retrieval,advisory,TR,20,0.0,3.463
ko_translated,hclova_seed_15b_int4,retrieval,reflective,ABS,20,0.05,3.472
ko_translated,hclova_seed_15b_int4,retrieval,reflective,ALL,100,0.01,3.498
ko_translated,hclova_seed_15b_int4,retrieval,reflective,IE,20,0.0,3.469
ko_translated,hclova_seed_15b_int4,retrieval,reflective,KU,20,0.0,3.521
ko_translated,hclova_seed_15b_int4,retrieval,reflective,MR,20,0.0,3.565
ko_translated,hclova_seed_15b_int4,retrieval,reflective,TR,20,0.0,3.465
ko_translated,kanana_8b,no_node,advisory,ABS,20,0.1,3.207
ko_translated,kanana_8b,no_node,advisory,ALL,100,0.02,3.321
ko_translated,kanana_8b,no_node,advisory,IE,20,0.0,3.81
ko_translated,kanana_8b,no_node,advisory,KU,20,0.0,3.137
ko_translated,kanana_8b,no_node,advisory,MR,20,0.0,3.055
ko_translated,kanana_8b,no_node,advisory,TR,20,0.0,3.398
ko_translated,kanana_8b,oracle,advisory,ABS,20,0.4,5.808
ko_translated,kanana_8b,oracle,advisory,ALL,100,0.08,5.142
ko_translated,kanana_8b,oracle,advisory,IE,20,0.0,4.273
ko_translated,kanana_8b,oracle,advisory,KU,20,0.0,4.919
ko_translated,kanana_8b,oracle,advisory,MR,20,0.0,5.755
ko_translated,kanana_8b,oracle,advisory,TR,20,0.0,4.957
ko_translated,kanana_8b,oracle,reflective,ABS,20,0.15,4.584
ko_translated,kanana_8b,oracle,reflective,ALL,100,0.03,4.417
ko_translated,kanana_8b,oracle,reflective,IE,20,0.0,3.673
ko_translated,kanana_8b,oracle,reflective,KU,20,0.0,4.574
ko_translated,kanana_8b,oracle,reflective,MR,20,0.0,5.128
ko_translated,kanana_8b,oracle,reflective,TR,20,0.0,4.124
ko_translated,kanana_8b,retrieval,advisory,ABS,20,0.25,5.454
ko_translated,kanana_8b,retrieval,advisory,ALL,100,0.05,5.7
ko_translated,kanana_8b,retrieval,advisory,IE,20,0.0,5.661
ko_translated,kanana_8b,retrieval,advisory,KU,20,0.0,6.001
ko_translated,kanana_8b,retrieval,advisory,MR,20,0.0,6.186
ko_translated,kanana_8b,retrieval,advisory,TR,20,0.0,5.196
ko_translated,kanana_8b,retrieval,reflective,ABS,20,0.15,4.512
ko_translated,kanana_8b,retrieval,reflective,ALL,100,0.03,4.938
ko_translated,kanana_8b,retrieval,reflective,IE,20,0.0,4.94
ko_translated,kanana_8b,retrieval,reflective,KU,20,0.0,5.47
ko_translated,kanana_8b,retrieval,reflective,MR,20,0.0,5.619
ko_translated,kanana_8b,retrieval,reflective,TR,20,0.0,4.15
ko_translated,kanana_8b_int4,no_node,advisory,ABS,20,0.15,3.058
ko_translated,kanana_8b_int4,no_node,advisory,ALL,100,0.03,2.741
ko_translated,kanana_8b_int4,no_node,advisory,IE,20,0.0,3.15
ko_translated,kanana_8b_int4,no_node,advisory,KU,20,0.0,2.753
ko_translated,kanana_8b_int4,no_node,advisory,MR,20,0.0,2.464
ko_translated,kanana_8b_int4,no_node,advisory,TR,20,0.0,2.279
ko_translated,kanana_8b_int4,oracle,advisory,ABS,20,0.4,4.511
ko_translated,kanana_8b_int4,oracle,advisory,ALL,100,0.08,4.214
ko_translated,kanana_8b_int4,oracle,advisory,IE,20,0.0,3.623
ko_translated,kanana_8b_int4,oracle,advisory,KU,20,0.0,3.998
ko_translated,kanana_8b_int4,oracle,advisory,MR,20,0.0,4.933
ko_translated,kanana_8b_int4,oracle,advisory,TR,20,0.0,4.003
ko_translated,kanana_8b_int4,oracle,reflective,ABS,20,0.15,3.42
ko_translated,kanana_8b_int4,oracle,reflective,ALL,100,0.03,3.518
ko_translated,kanana_8b_int4,oracle,reflective,IE,20,0.0,2.972
ko_translated,kanana_8b_int4,oracle,reflective,KU,20,0.0,3.726
ko_translated,kanana_8b_int4,oracle,reflective,MR,20,0.0,4.203
ko_translated,kanana_8b_int4,oracle,reflective,TR,20,0.0,3.269
ko_translated,kanana_8b_int4,retrieval,advisory,ABS,20,0.1,4.885
ko_translated,kanana_8b_int4,retrieval,advisory,ALL,100,0.02,4.722
ko_translated,kanana_8b_int4,retrieval,advisory,IE,20,0.0,4.865
ko_translated,kanana_8b_int4,retrieval,advisory,KU,20,0.0,4.479
ko_translated,kanana_8b_int4,retrieval,advisory,MR,20,0.0,5.12
ko_translated,kanana_8b_int4,retrieval,advisory,TR,20,0.0,4.259
ko_translated,kanana_8b_int4,retrieval,reflective,ABS,20,0.25,3.886
ko_translated,kanana_8b_int4,retrieval,reflective,ALL,100,0.05,4.17
ko_translated,kanana_8b_int4,retrieval,reflective,IE,20,0.0,3.88
ko_translated,kanana_8b_int4,retrieval,reflective,KU,20,0.0,3.991
ko_translated,kanana_8b_int4,retrieval,reflective,MR,20,0.0,4.851
ko_translated,kanana_8b_int4,retrieval,reflective,TR,20,0.0,4.242
ko_translated,kanana_nano,no_node,advisory,ABS,20,0.05,2.248
ko_translated,kanana_nano,no_node,advisory,ALL,100,0.01,2.457
ko_translated,kanana_nano,no_node,advisory,IE,20,0.0,2.716
ko_translated,kanana_nano,no_node,advisory,KU,20,0.0,2.403
ko_translated,kanana_nano,no_node,advisory,MR,20,0.0,2.561
ko_translated,kanana_nano,no_node,advisory,TR,20,0.0,2.356
ko_translated,kanana_nano,oracle,advisory,ABS,20,0.25,2.739
ko_translated,kanana_nano,oracle,advisory,ALL,100,0.05,2.729
ko_translated,kanana_nano,oracle,advisory,IE,20,0.0,2.531
ko_translated,kanana_nano,oracle,advisory,KU,20,0.0,2.635
ko_translated,kanana_nano,oracle,advisory,MR,20,0.0,3.041
ko_translated,kanana_nano,oracle,advisory,TR,20,0.0,2.701
ko_translated,kanana_nano,oracle,reflective,ABS,20,0.35,2.347
ko_translated,kanana_nano,oracle,reflective,ALL,100,0.07,2.305
ko_translated,kanana_nano,oracle,reflective,IE,20,0.0,1.806
ko_translated,kanana_nano,oracle,reflective,KU,20,0.0,2.35
ko_translated,kanana_nano,oracle,reflective,MR,20,0.0,3.022
ko_translated,kanana_nano,oracle,reflective,TR,20,0.0,2.001
ko_translated,kanana_nano,retrieval,advisory,ABS,20,0.25,2.64
ko_translated,kanana_nano,retrieval,advisory,ALL,100,0.05,2.9
ko_translated,kanana_nano,retrieval,advisory,IE,20,0.0,2.988
ko_translated,kanana_nano,retrieval,advisory,KU,20,0.0,3.002
ko_translated,kanana_nano,retrieval,advisory,MR,20,0.0,3.302
ko_translated,kanana_nano,retrieval,advisory,TR,20,0.0,2.571
ko_translated,kanana_nano,retrieval,reflective,ABS,20,0.4,2.311
ko_translated,kanana_nano,retrieval,reflective,ALL,100,0.08,2.482
ko_translated,kanana_nano,retrieval,reflective,IE,20,0.0,2.513
ko_translated,kanana_nano,retrieval,reflective,KU,20,0.0,2.679
ko_translated,kanana_nano,retrieval,reflective,MR,20,0.0,3.047
ko_translated,kanana_nano,retrieval,reflective,TR,20,0.0,1.858
ko_translated,kanana_nano_int4,no_node,advisory,ABS,20,0.0,4.76
ko_translated,kanana_nano_int4,no_node,advisory,ALL,100,0.0,4.763
ko_translated,kanana_nano_int4,no_node,advisory,IE,20,0.0,4.903
ko_translated,kanana_nano_int4,no_node,advisory,KU,20,0.0,4.776
ko_translated,kanana_nano_int4,no_node,advisory,MR,20,0.0,4.692
ko_translated,kanana_nano_int4,no_node,advisory,TR,20,0.0,4.684
ko_translated,kanana_nano_int4,oracle,advisory,ABS,20,0.4,5.077
ko_translated,kanana_nano_int4,oracle,advisory,ALL,100,0.08,4.873
ko_translated,kanana_nano_int4,oracle,advisory,IE,20,0.0,4.339
ko_translated,kanana_nano_int4,oracle,advisory,KU,20,0.0,4.707
ko_translated,kanana_nano_int4,oracle,advisory,MR,20,0.0,5.295
ko_translated,kanana_nano_int4,oracle,advisory,TR,20,0.0,4.948
ko_translated,kanana_nano_int4,oracle,reflective,ABS,20,0.25,4.709
ko_translated,kanana_nano_int4,oracle,reflective,ALL,100,0.05,4.147
ko_translated,kanana_nano_int4,oracle,reflective,IE,20,0.0,2.799
ko_translated,kanana_nano_int4,oracle,reflective,KU,20,0.0,4.233
ko_translated,kanana_nano_int4,oracle,reflective,MR,20,0.0,4.876
ko_translated,kanana_nano_int4,oracle,reflective,TR,20,0.0,4.117
ko_translated,kanana_nano_int4,retrieval,advisory,ABS,20,0.3,4.794
ko_translated,kanana_nano_int4,retrieval,advisory,ALL,100,0.06,5.018
ko_translated,kanana_nano_int4,retrieval,advisory,IE,20,0.0,5.257
ko_translated,kanana_nano_int4,retrieval,advisory,KU,20,0.0,4.918
ko_translated,kanana_nano_int4,retrieval,advisory,MR,20,0.0,5.4
ko_translated,kanana_nano_int4,retrieval,advisory,TR,20,0.0,4.723
ko_translated,kanana_nano_int4,retrieval,reflective,ABS,20,0.45,4.026
ko_translated,kanana_nano_int4,retrieval,reflective,ALL,100,0.09,4.469
ko_translated,kanana_nano_int4,retrieval,reflective,IE,20,0.0,4.373
ko_translated,kanana_nano_int4,retrieval,reflective,KU,20,0.0,4.501
ko_translated,kanana_nano_int4,retrieval,reflective,MR,20,0.0,5.056
ko_translated,kanana_nano_int4,retrieval,reflective,TR,20,0.0,4.391
ko_translated,open_ko_8b,no_node,advisory,ABS,20,0.1,2.54
ko_translated,open_ko_8b,no_node,advisory,ALL,100,0.02,2.657
ko_translated,open_ko_8b,no_node,advisory,IE,20,0.0,3.422
ko_translated,open_ko_8b,no_node,advisory,KU,20,0.0,2.809
ko_translated,open_ko_8b,no_node,advisory,MR,20,0.0,2.37
ko_translated,open_ko_8b,no_node,advisory,TR,20,0.0,2.144
ko_translated,open_ko_8b,oracle,advisory,ABS,20,0.1,2.602
ko_translated,open_ko_8b,oracle,advisory,ALL,100,0.02,3.706
ko_translated,open_ko_8b,oracle,advisory,IE,20,0.0,2.942
ko_translated,open_ko_8b,oracle,advisory,KU,20,0.0,4.988
ko_translated,open_ko_8b,oracle,advisory,MR,20,0.0,4.027
ko_translated,open_ko_8b,oracle,advisory,TR,20,0.0,3.971
ko_translated,open_ko_8b,oracle,reflective,ABS,20,0.1,2.55
ko_translated,open_ko_8b,oracle,reflective,ALL,100,0.02,3.722
ko_translated,open_ko_8b,oracle,reflective,IE,20,0.0,2.903
ko_translated,open_ko_8b,oracle,reflective,KU,20,0.0,4.666
ko_translated,open_ko_8b,oracle,reflective,MR,20,0.0,4.359
ko_translated,open_ko_8b,oracle,reflective,TR,20,0.0,4.132
ko_translated,open_ko_8b,retrieval,advisory,ABS,20,0.1,3.692
ko_translated,open_ko_8b,retrieval,advisory,ALL,100,0.02,4.145
ko_translated,open_ko_8b,retrieval,advisory,IE,20,0.0,4.677
ko_translated,open_ko_8b,retrieval,advisory,KU,20,0.0,4.232
ko_translated,open_ko_8b,retrieval,advisory,MR,20,0.0,4.427
ko_translated,open_ko_8b,retrieval,advisory,TR,20,0.0,3.699
ko_translated,open_ko_8b,retrieval,reflective,ABS,20,0.1,3.288
ko_translated,open_ko_8b,retrieval,reflective,ALL,100,0.02,4.064
ko_translated,open_ko_8b,retrieval,reflective,IE,20,0.0,4.293
ko_translated,open_ko_8b,retrieval,reflective,KU,20,0.0,4.256
ko_translated,open_ko_8b,retrieval,reflective,MR,20,0.0,4.611
ko_translated,open_ko_8b,retrieval,reflective,TR,20,0.0,3.874
ko_translated,qwen25_3b,no_node,advisory,ABS,20,0.0,1.399
ko_translated,qwen25_3b,no_node,advisory,ALL,100,0.0,1.604
ko_translated,qwen25_3b,no_node,advisory,IE,20,0.0,1.477
ko_translated,qwen25_3b,no_node,advisory,KU,20,0.0,1.862
ko_translated,qwen25_3b,no_node,advisory,MR,20,0.0,1.533
ko_translated,qwen25_3b,no_node,advisory,TR,20,0.0,1.751
ko_translated,qwen25_3b,oracle,advisory,ABS,20,0.05,1.782
ko_translated,qwen25_3b,oracle,advisory,ALL,100,0.01,1.91
ko_translated,qwen25_3b,oracle,advisory,IE,20,0.0,1.658
ko_translated,qwen25_3b,oracle,advisory,KU,20,0.0,2.298
ko_translated,qwen25_3b,oracle,advisory,MR,20,0.0,2.147
ko_translated,qwen25_3b,oracle,advisory,TR,20,0.0,1.666
ko_translated,qwen25_3b,oracle,reflective,ABS,20,0.1,1.052
ko_translated,qwen25_3b,oracle,reflective,ALL,100,0.02,1.179
ko_translated,qwen25_3b,oracle,reflective,IE,20,0.0,0.887
ko_translated,qwen25_3b,oracle,reflective,KU,20,0.0,1.583
ko_translated,qwen25_3b,oracle,reflective,MR,20,0.0,1.314
ko_translated,qwen25_3b,oracle,reflective,TR,20,0.0,1.061
ko_translated,qwen25_3b,retrieval,advisory,ABS,20,0.1,2.028
ko_translated,qwen25_3b,retrieval,advisory,ALL,100,0.02,2.107
ko_translated,qwen25_3b,retrieval,advisory,IE,20,0.0,1.99
ko_translated,qwen25_3b,retrieval,advisory,KU,20,0.0,2.522
ko_translated,qwen25_3b,retrieval,advisory,MR,20,0.0,2.458
ko_translated,qwen25_3b,retrieval,advisory,TR,20,0.0,1.538
ko_translated,qwen25_3b,retrieval,reflective,ABS,20,0.2,1.013
ko_translated,qwen25_3b,retrieval,reflective,ALL,100,0.04,1.308
ko_translated,qwen25_3b,retrieval,reflective,IE,20,0.0,1.333
ko_translated,qwen25_3b,retrieval,reflective,KU,20,0.0,1.857
ko_translated,qwen25_3b,retrieval,reflective,MR,20,0.0,1.328
ko_translated,qwen25_3b,retrieval,reflective,TR,20,0.0,1.01
ko_translated,qwen25_3b_int4,no_node,advisory,ABS,20,0.0,3.76
ko_translated,qwen25_3b_int4,no_node,advisory,ALL,100,0.0,3.893
ko_translated,qwen25_3b_int4,no_node,advisory,IE,20,0.0,3.846
ko_translated,qwen25_3b_int4,no_node,advisory,KU,20,0.0,4.171
ko_translated,qwen25_3b_int4,no_node,advisory,MR,20,0.0,3.325
ko_translated,qwen25_3b_int4,no_node,advisory,TR,20,0.0,4.364
ko_translated,qwen25_3b_int4,oracle,advisory,ABS,20,0.0,3.295
ko_translated,qwen25_3b_int4,oracle,advisory,ALL,100,0.0,3.643
ko_translated,qwen25_3b_int4,oracle,advisory,IE,20,0.0,2.903
ko_translated,qwen25_3b_int4,oracle,advisory,KU,20,0.0,4.477
ko_translated,qwen25_3b_int4,oracle,advisory,MR,20,0.0,3.554
ko_translated,qwen25_3b_int4,oracle,advisory,TR,20,0.0,3.985
ko_translated,qwen25_3b_int4,oracle,reflective,ABS,20,0.0,1.763
ko_translated,qwen25_3b_int4,oracle,reflective,ALL,100,0.0,2.411
ko_translated,qwen25_3b_int4,oracle,reflective,IE,20,0.0,2.083
ko_translated,qwen25_3b_int4,oracle,reflective,KU,20,0.0,3.312
ko_translated,qwen25_3b_int4,oracle,reflective,MR,20,0.0,2.543
ko_translated,qwen25_3b_int4,oracle,reflective,TR,20,0.0,2.353
ko_translated,qwen25_3b_int4,retrieval,advisory,ABS,20,0.05,3.689
ko_translated,qwen25_3b_int4,retrieval,advisory,ALL,100,0.01,4.587
ko_translated,qwen25_3b_int4,retrieval,advisory,IE,20,0.0,5.026
ko_translated,qwen25_3b_int4,retrieval,advisory,KU,20,0.0,4.617
ko_translated,qwen25_3b_int4,retrieval,advisory,MR,20,0.0,4.674
ko_translated,qwen25_3b_int4,retrieval,advisory,TR,20,0.0,4.93
ko_translated,qwen25_3b_int4,retrieval,reflective,ABS,20,0.0,1.827
ko_translated,qwen25_3b_int4,retrieval,reflective,ALL,100,0.0,2.965
ko_translated,qwen25_3b_int4,retrieval,reflective,IE,20,0.0,3.193
ko_translated,qwen25_3b_int4,retrieval,reflective,KU,20,0.0,3.625
ko_translated,qwen25_3b_int4,retrieval,reflective,MR,20,0.0,3.375
ko_translated,qwen25_3b_int4,retrieval,reflective,TR,20,0.0,2.805
ko_translated,qwen25_7b,no_node,advisory,ABS,20,0.0,2.257
ko_translated,qwen25_7b,no_node,advisory,ALL,100,0.0,2.463
ko_translated,qwen25_7b,no_node,advisory,IE,20,0.0,2.379
ko_translated,qwen25_7b,no_node,advisory,KU,20,0.0,2.481
ko_translated,qwen25_7b,no_node,advisory,MR,20,0.0,2.412
ko_translated,qwen25_7b,no_node,advisory,TR,20,0.0,2.787
ko_translated,qwen25_7b,oracle,advisory,ABS,20,0.1,4.329
ko_translated,qwen25_7b,oracle,advisory,ALL,100,0.02,4.547
ko_translated,qwen25_7b,oracle,advisory,IE,20,0.0,3.915
ko_translated,qwen25_7b,oracle,advisory,KU,20,0.0,5.106
ko_translated,qwen25_7b,oracle,advisory,MR,20,0.0,4.89
ko_translated,qwen25_7b,oracle,advisory,TR,20,0.0,4.495
ko_translated,qwen25_7b,oracle,reflective,ABS,20,0.15,3.378
ko_translated,qwen25_7b,oracle,reflective,ALL,100,0.03,3.291
ko_translated,qwen25_7b,oracle,reflective,IE,20,0.0,2.495
ko_translated,qwen25_7b,oracle,reflective,KU,20,0.0,3.459
ko_translated,qwen25_7b,oracle,reflective,MR,20,0.0,4.018
ko_translated,qwen25_7b,oracle,reflective,TR,20,0.0,3.104
ko_translated,qwen25_7b,retrieval,advisory,ABS,20,0.1,4.177
ko_translated,qwen25_7b,retrieval,advisory,ALL,100,0.02,4.425
ko_translated,qwen25_7b,retrieval,advisory,IE,20,0.0,3.894
ko_translated,qwen25_7b,retrieval,advisory,KU,20,0.0,4.544
ko_translated,qwen25_7b,retrieval,advisory,MR,20,0.0,5.056
ko_translated,qwen25_7b,retrieval,advisory,TR,20,0.0,4.457
ko_translated,qwen25_7b,retrieval,reflective,ABS,20,0.0,3.698
ko_translated,qwen25_7b,retrieval,reflective,ALL,100,0.0,3.604
ko_translated,qwen25_7b,retrieval,reflective,IE,20,0.0,3.565
ko_translated,qwen25_7b,retrieval,reflective,KU,20,0.0,3.896
ko_translated,qwen25_7b,retrieval,reflective,MR,20,0.0,4.1
ko_translated,qwen25_7b,retrieval,reflective,TR,20,0.0,2.762
